Rating 1,Rating 2,Rating 3,Sim ,Replica,Topic
5,4,3,4.828169632,"And you know, the cost of college does not have to be as expensive as most people say you can go to Community College or even in state universities and I think the biggest thing I want to say is that not everyone used to go to college. I feel like there's this stigma.","The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it,"
1,5,5,5.550396728,"Yeah, I don't think the Electoral College is what is causing problems right now. I think we should focus on mother.","Replace the Electoral College with a national popular vote,"
4,5,1,4.191563896,"Oh, yeah, I don't know if it's as much that it disincentivizes it as the money just may not have the same the same amount of money may not have as much spending power through so much unemployment. So I just don't know how beneficial it really would be and I also worry that with the current state of the government's response and seeing cases arise. We don't know how long it will actually need to give these benefits because of covid because we have no idea when things are going to get better just because of how much we","The federal government should keep unemployment benefits the same as before COVID-19.,"
4,4,1,5.12083368,"Okay, so I said that I thought having the shared Resources with catalyzed the collaborations across the schools. That would be needed to really address these sustainability issues.","The New School should collaborate with other schools to make shared resources for sustainability-related engagement and research broadly available to all scholars at Stanford.,"
5,4,5,3.775056408,"Yeah, I I do think that while there are problems with Greek organizations. I think that moment that the Multicultural Greek organizations are in like in general something that's like pretty good and could provide a supportive Community for a lot of students on campus and I like things like Iggy defy and so on are pretty good like tight-knit environments.","Stanford should abolish Greek life.,"
4,4,5,5.338816928,"Yeah, I also don't think that there's a need for electors because they originally made in the Constitution because there were so many uneducated people so that in case there was someone who is unqualified they could like choose a different person but those are Supreme Court ruling in July that said states are allowed to not allow the electors to be faithless or like not vote according. So that's it seemed unnecessary because half the states if you want electoral you can't fix the vote. Anyway make it educated and also its 2020 and a","Allocate electoral votes to presidential candidates without electors,"
4,1,4,2.90262656,"Yeah, I really don't know what the right organization of the school isn't should be get having not thought about it much but some of these themes I think what Michela said is really hits the point, you know human health is cross-cutting the matter how you organize this thing and some of the other things I think are like that as well climate impact I would think would cross cut everything so I'm not quite sure what the right organization should be.","Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
4,1,5,5.688876912,"Sorry, just a final point on this. I know I've spoken a lot. But I like one thing I don't understand is that reducing tuition if it's physically possible for like students who aren't on financial aid that implies as like we all kind of guessed that there are last costs associated with producing that education like otherwise, they wouldn't be able to reduce tuition and like for students who aren't on financial aid, so I guess like I'm not saying","Tuition should be reduced for online classes even if that means reducing financial aid.,"
5,5,3,5.300006672,"Wait, can you guys can you hear me? Okay, thank God. Okay. Sorry about that. I didn't know it was happening. I was saying I thought Nicole's point about the Electoral College only like exclusively benefiting white Southerners was really really interesting and you know, you're like historical connection cool. I personally believe that the electoral college should be abolished because like I don't understand the premise of a democracy where not everyone's vote carries an equal weight, like it just seems kind of","Replace the Electoral College with a national popular vote,"
3,2,1,0.135014824," You know, so so I find I learned the tools.","Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
1,5,4,4.147861768,"Yeah, I agree that. I'm a little bit on the fence about it. But I feel like what they're trying to say that it would only benefit people who already paid full tuition for Stanford. So I guess like philosophically I think it should be reduced but like at the same time, it shouldn't be as much of a priority as like guaranteeing other basic things like making sure that workers are getting paid. I don't know how it works in terms of like the endowment and stuff.","Tuition should be reduced for online classes even if that means reducing financial aid.,"
1,2,5,0.77967532,"Yeah, as an essay about like the social policy issues. I definitely think that would be a really good to or like you would definitely get you know, the both sides of the debate and I think part of the reason that like it was in fact, her name was because a it was their very specific and be like the whole point is about like respectful dialogue and I think there was a lot of concern that like when you make it when you bring in debates about like moral issues or like issues that people rely on their morals to make","In the next minutes, please take however much time you need to debrief about this weekend's deliberation. "
4,5,4,1.851291584,"Yeah, I also agree like my Baltimore has a lot of wage inequality like adding on to that like 20 minutes. You can be one of the richest parts of Baltimore, but you can go one street away and being one of the most impoverished neighborhoods in Baltimore.","Increase the federal minimum wage from $7.25/hour to $15/hour,"
3,5,3,2.243110224,"Yeah, II I don't know that you need a lot of discussion on this one. This just seems like a good idea. I know personally I have benefited from Executive Education at other institutions. I think it would be a good thing to offer this and reach a broader swath of of society around these issues.","The New School should offer programs in executive and professional education.,"
3,1,1,2.171908424,"Yeah, the reason I bring up the distinction between a applied and basic is this is attention that the NIH currently experiences where some people interpret the mission of the NIH that the research must be directly clinically applicable in a short time frame and I think it benefits us to make a statement clarifying that because the NIH is called themselves this difficulty by not and so different people interpret the mission statement differently.","The New School‚Äö√Ñ√¥s formal criteria for faculty hiring and promotion should value activities to accelerate impact along with research and teaching and have the Faculty Senate and the Provost appoint a committee to consider these implications. ,"
1,3,3,3.579257296,"I'm probably the least qualified to speak on this but it just seems to me and thinking about the functions of institutes that the woods Institute could help strengthen that interdisciplinary Reaching Across schools so that it's not necessarily aligned with anyone school, but it's a bridging organization. I think that that's part of the function of insulin.","The New School should include in its organizational structure the Woods Institute for the Environment.,"
3,5,4,1.871850296,"Yeah, I think it kind of goes back to I think what ju is saying earlier that the government it just is just depends how much they prioritize the health of their citizens and how much yeah that that is a priority in their list of things that the budget could currently be going to because I think that as John of saying like the insurance companies aren't going to be able to pay for it and citizens are not going to be able to pay for this care. So it's going to be coming from somewhere.","The federal government has an ethical obligation to ensure that infected individuals receive appropriate treatment. ,"
4,4,5,2.38676124,"the fears that people would have, you know, feel like being left behind or left out, you know resources one of them access to resources, but also the future is the other work that school continued to emphasize the areas where they continue to invest in faculty appointments and Villages over they sort of feel like they get in front will slowly and bigger and they areas going away at the","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
2,2,2,0.780799648,"Is that really so crazy that you know parent I'm going to tell her that I'm a I mean, I told her that I met you.","Your suggestions,"
5,5,4,5.137579248,"I don't want to take up too much space in this deliberation, but I'll just get the ball rolling by saying that I believe for the good of the public health that coronavirus vaccines should be mandatory and there are religious exemptions that are out there and I think those should probably be respected. That being said, I always think that the public health greater good is the primary focus.","Coronavirus vaccines should be mandatory.,"
1,4,4,3.813810872,"I actually think it is a good idea. Um, not like jail, but yes fines and making people like pay because it is it has been proven that confinement works and if it is obligatory then it is the same as if you commit like some if you steal something you have to be punished because it's obligatory in apart from that like the US has such a big economic system that they can recover.","The government should punish people who do not comply with stay-at-home orders with fines and imprisonment. ,"
2,5,5,3.867406416," Communities and gets in the way of sort of the other types of houses because if you want to be in a specific themed house, then you would have to be in a specific neighborhood and that would change the way that you experience Stanford.","Housing at Stanford,"
3,2,3,2.879456328,"Right away, but I think if we focus too much on the lifelong effects, it may become too much of a burden on the government since so many people are infected or have been infected by covid-19.","The federal government has an ethical obligation to ensure that infected individuals receive appropriate treatment. ,"
5,5,5,4.346799656,"Yeah, I think that you know, even if you don't mandate it seems like all of us would let want to get the vaccine assuming we knew it was safe and effective and I think that in that case the people who you know are taking the medical precaution. Seriously, as long as it there it's accessible to them as well would all get it. And so, you know, I think is as long as those other people don't cause a negative externality on the people who are already vaccinated.","Coronavirus vaccines should be mandatory.,"
4,3,5,1.037416264,"Good point Rosemary is not true that anybody can declare a center. It's time for no can declare a program not assistant. I you know, I guarantee because even they are and I discussed this with the dinner research in the past five years, but you know, I have to say ultimately I agree with Gary was this fact that we need a range which there is some structures that help us to understand whether to move in but also enough Freedom once","The faculty members of the New School should collectively undertake a process to finalize the design the academic structure.,"
1,1,1,0.961744904,This is one more example of an issue that Polarises is based on the lines of bleeding-heart snowflakes against heartless bigots and knee jerk liberals against brainwashed conservatives Bible Thumpers against Godless heathens baby killers against misogynists.,"Modify definition of a corporation, where companies with more than 10% foreign ownership cannot contribute."
5,5,3,2.640220216,"Yeah, I tend to agree with everything I've heard so far. I think this is not something for the military. I think that Global Affairs does a good job of raising money from Canadians to send to to all kinds of things during on going on. So now means in earthquakes and so forth. So I think we might want to up our civilian contributions, but I think this is definitely not for the military.","Canada should take a leadership role in managing global climate change security impacts, by building a new, military-based, global emergency response capability."
1,3,4,1.510904952," yeah, I just noticed it was nice meeting you.","In the next minutes, please take however much time you need to debrief about this weekend's deliberation. "
4,3,2,2.838937568,I was actually going to ask a similar question what it what implications any move could have on to apartment that see you 10 or 20 percent of faculty in the department decide to move on this could potentially weakening the standing of a department in the overall Community. Seeing people are losing interest with the core mission of the department and that's something which none of us wants that we weaken.,"If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
4,4,1,4.067702344,"Members are there going to be some of them told that they don't have a place in the new school and therefore need to hunt for something somewhere else, which would probably be not people they want to go. I think we need especially for the people.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
1,5,4,3.547059344,"I didn't know. Okay. I tried to interrupt you, but II got put in a queue to speak. Okay, but anyway, like as a woman, I would definitely support like the idea of like proportional representation because I feel like it's better for like a lot of minority groups and women just to have like the opportunity to be an office and stuff like that and also just because like, I think it's a better like distribution of like power across like a lot of ideas. I mean the the hindrance and my like opinion could be like, oh, you know like","Switch to Proportional Representation,"
5,4,1,3.454572248,"I think that currently the top 1% already gets a lot of tax breaks and through other means and I don't think that this really helps the average worker that much I think that this serves the very rich in that the majority of people just doesn't work to the vast majority of Americans which is who we should look to serve really, I don't really see this benefiting the average person and we already pay a much higher percent of our income being the bottom three quartiles compared to the","The US should lower the corporate tax rate from 21% to 15%,"
1,2,3,2.442356632,"Yeah, guys. What was so nice meeting you.","Survey,"
5,5,5,3.944128088,"Yeah, II agree regarding costs like this goes back to the previous topic on like should the government subsidized coronavirus treatment and I think definitely vaccines should be part of that if they're made available one thing that one comment I have regarding the whole likes incentivize people as opposed to mandating. This would be I think a lot of people don't necessarily need to go on like crowded college campuses not everyone goes to a school with like a residential system or anything.","Coronavirus vaccines should be mandatory.,"
1,5,3,2.644380496,"When - just said was a good point. I just wanted to go back and say that like it's not just the Greek houses on the road that host parties on the weekend like Bob isn't like a Greek house, but they held parties at least a lot in my experience and yeah, like so financial and like housing like a real estate are two problems, but then I think Nathan brings up a good point that I need to think more about. Um,","Stanford should abolish Greek life.,"
1,3,5,2.718837432,"Yeah, I just have point on that. I know it's not like Sam doesn't really have the ability to change it. But yeah as my friend that she's a part of a sorority and it just feels really wrong for them to have to go to a fraternity to be like, oh we want to host the party and we have to have your name on it and you involve to even do it, but I do kind of the one problem or the one benefit and","Stanford should abolish Greek life.,"
4,5,5,3.34732132,"Well, I think this is something for the leadership in the woods in the precourt to figure out they belong in a new school. I think actually for the woods Institute. It's time for a refresh. It's been maybe 15 years. Now, the faculty are engaged in large part because you can apply for these starter grants up to 200000 for two years that pulls people together. But when you step back pull that out, you say well","The New School should include in its organizational structure the Woods Institute for the Environment.,"
4,4,3,3.39162164,"I'm so like fear systems often like help small minority groups like get into power and it's such a diverse Nation. I think that that representation is good to have a lot of different voices. Because a lot of times and so I think of your system would be a good idea, but we also have to consider extremist groups that we have in here.","Switch to Proportional Representation,"
4,1,5,4.72287636,"I definitely agree and while I could understand having the perspective of like, you know, why should I have to pay for paying more because somebody else has pre-existing conditions while I don't that also the fact that somebody would have to pay more just because of their like they're their own personal health that they can't necessarily impact doesn't that's just not fair. So it would make it more equal if everybody's paying her on the same regardless of pre-existing conditions.","People should have reasonable access to health insurance without discrimination against pre-existing conditions.,"
1,4,5,3.31598644,"I don't feel super strongly but I see some of the arguments towards keeping the seven schools. I mean, it does seem to me there's a big overlap with the school of Earth and we talked at the beginning about faculty wanting to opt in I think the huge sensitivity is if the school of sustainability is built from the school of Earth faculty need to be able to opt out and it","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
3,4,1,1.235294392,"Okay, I have all that written down and I make a motion that we move on.","The New School should collaborate with other schools to make shared resources for sustainability-related engagement and research broadly available to all scholars at Stanford.,"
5,5,5,2.3299654," In a way, we don't want to reactivate maybe we don't want to reactivate the economy may be the purpose of this monetary incentive is to make people. Okay staying home make people not need or want to go out as much right to be able to pay their rent without needing to work in such so there is kind of this awkward situation.","The federal government should pass into law the Emergency Money for the People Act, which will give every American age 16 and older, who earns less than $130000 per year,$2 000 every month, for at least six months, or up to 12 months total, unless employment levels return to pre-COVID-19 levels after the initial six-month period."
1,2,1,0.560838088,please,"Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
3,3,3,2.892723368,"okay, just curious where they're planning to put a new building if they","The New School should include in its organizational structure the Precourt Institute for Energy.,"
4,1,5,5.15442972," I guess like cost for a student because I just feel like that is more of if not a federal issue more of a state issue, but I do think that increasing Earp covering the cost of tuition for students who can't afford it is a great idea and I think I agree that if you take these kids and give them a college degree, they will somehow rise out of poverty and I think that's a risk that we should be willing to take.","The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it,"
4,4,4,5.373720456,"So it says for the first pro it says like the states will over they can like Overlook their overall spending and look for ways to save money and efficiently allocate money and resources to those who truly need it. Well who are the people who truly need it because aren't most of those people on Medicaid anyway, and then wouldn't if they got rid of Medicaid when they have to spend all that money and all the people who just lost all their health insurance from getting rid of Medicaid so I don't really","The federal government should reduce funding for Medicaid, the federal-state program that provide insurance to low-income Americans"
1,5,5,4.722223808,"Well one more thing that they added in the packet that we got was that a lot of students are saying that if there's not reduced tuition, they won't come and so I'm wondering whether that will be a larger drop intuition possibly then in reducing tuition overall.","Tuition should be reduced for online classes even if that means reducing financial aid.,"
5,5,1,3.033142136," a person can participate if they're not a quote-unquote, you know fully appointed in a school all of those things when I think about strive to accommodate I'd lump all of those into that topic.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
3,4,5,2.430462048,"Yeah, I do feel like the gender part is something that really gets to me too. And I know of a example one of my sorority friends. She has a partner or not a partner like a brother fraternity and I can kind of see like the differences and how they're treated and I think Stanford could do a lot more to kind of treat them equally.","Stanford should abolish Greek life.,"
3,5,5,3.018636512,"I'm sorry, it can't you out. I just wanted to say that I agreed that things had to be done step by step and that is solid undergraduate education and Masters levels education should be done first before doing the Executive Education and so concentrating on undergraduates and Masters should be done first and the all the courses and the more traditional Outreach.","The New School should offer programs in executive and professional education.,"
4,1,2,0.832795968,"Yes, I do agree with that. But also, um, the question is like to what extent like yes, it does help contain like the main focus of the virus in some places, but like to what extent are we going to be control like","Organizations and corporations should work with the government to implement opt-in-only contact tracing platforms to monitor and mitigate the spread of COVID-19.,"
5,4,1,1.915105864,"Yeah, I definitely agree. I also did also want to mention that like, you know, the the only stories of attorneys that I really have like any interaction that I like the black fraternities and sororities and I know that they do like a lot of really great work like the alphas. I know looked at a lot of stuff, you know during loading time and for like census season and so like I do think that like at least the ones that I've been tracking with definitely have a great things going on that I think she'd like at least continue to happen in some form. But I do also agree that like, especially when it comes to","Stanford should abolish Greek life.,"
5,4,5,4.065362504,"Yeah, I agree with Brian. I don't know enough about the supply and demand but from what I understand countries have ordered more than they need because they didn't know exactly the timeline that would be associated with the various vaccines. But what I'm hoping would happen is as you said, they would be tracking. You know, how the vaccine rollout is working and if we get to a certain point where we don't need any more you could almost like cancel and do the further that so you don't ship it and then reship and then my concern with the who it would be that I think there's and not supportive of like establishing another.","Canada should hasten to donate any surplus in doses of COVID-19 vaccines to poorer countries left without access to vaccines.,"
2,5,1,2.328057456,"Yeah, I know that that makes it even there's is stronger than need for the new school. Right the even if what I was saying was that even if they didn't go beyond what what the research agenda which is they will still be very valuable because of the education aspect but what you're saying prayers makes it even more useful, but you have to be able to add these other aspects so tax.","The New School should include in its organizational structure the Woods Institute for the Environment.,"
1,4,3,3.071030904,A question to pose related to see in the pre-reading do people think that all of the school of Earth should be incorporated into the new school or if certain aspects of it aren't as relevant. Should the school split. I'm curious to hear people's opinions on that.,"Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
3,5,5,4.908477592,"I mean, I mean idea sir or like a select few examples, but the unemployment rate showed a slight decrease from 14.7% to 13.3% in just one month and that you know, this is like the peak coronavirus. So regardless of you know, the unemployment benefits a lot of people still do want to go back to work and you know, that's just because work has a little bit more benefits than not working.","The federal government should keep unemployment benefits the same as before COVID-19.,"
5,5,5,1.812741688,"I agree with Lily and I kind of disagree with Maya because I feel like since this was declared a National Emergency. Sorry, there is like an extent where privacy yeah sure. It's a constitutional right, but at this is also like a national emergency and like thousands of people are dying from it. So I feel like for sometime I feel like there should be a system where the government can observe for certain like periods where people have been and if they do not follow social distancing guy.","Organizations and corporations should work with the government to implement opt-in-only contact tracing platforms to monitor and mitigate the spread of COVID-19.,"
4,3,1,4.189970776,"Yeah, that's actually how it works. They do adjust the minimum wage every year usually based on States, you know, they gave their economy and then they adjust it accordingly, especially with inflation at 1 million dollars if they huh much of the","Increase the federal minimum wage from $7.25/hour to $15/hour,"
5,2,3,0.804779192,That's where it was helpful to have Jeff because he really did know the true details. Does anyone else in our group? Has anyone else been intimately involved with this?,"If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,4,5,4.423436216,"I can get a better idea would be to like maybe increase financial aid to cover a slightly more greater percentage of like students rather than like reducing tuition because like three fully honest to people who like, so I remember to one applying here you had like a hot I like people who are making over like some figure. We're like did not get like that. Then I get like that much financial aid. And so well now that it was none of this Kronos like those people's jobs are probably like I'm like, I'm not doing very well either so","Tuition should be reduced for online classes even if that means reducing financial aid.,"
3,5,5,3.632239864,"I mean on a monthly basis. I don't really know what it's like in another States but speaking for California and the average unemployment sort of Grant would be around $2000. And you know, that pretty much is just enough to pay rent even in a very small very small living space and a decent City not even like the heart of LA or anything like that and so along those lines. I feel like it's really hard to say that I don't I really don't think that unemployment is enough to get","The federal government should keep unemployment benefits the same as before COVID-19.,"
4,4,1,4.121718456," Like you said discouraged from voting. So I think would be a good idea to do proportional allocation. Even though there obviously are some like things that wrong that could happen with it. But yeah, I think I think is a good","Replace the winner take all with proportional allocation,"
4,4,5,5.143486784," A little bit selfish for people to say, oh, well, I don't want to have to pay for someone who has other conditions like I want to provide for myself because if you look at the government today, you see one of the main issues is how divided everything is and how against everything is. So I just feel like this would cause a lot of issues with people who don't want to pay for other people's Healthcare, but at the same time you can't control pre-existing health","People should have reasonable access to health insurance without discrimination against pre-existing conditions.,"
5,5,4,4.1657248,"I think one of the questions that might come up when we're talking about this structure. It looks like they're one of the proposed items is that they're going to wait to figure out the structure until all the faculty are in so it might be an issue of who's on the other end to approve the faculty who want to come in if there is no departmental structure already in place, but I generally favor giving faculty be the choice.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,1,2,3.378889368,"Okay, I just introduced I know I think I have 45 seconds. It should be brief. I think that sustainability is for its nature interdisciplinary field. And so yes, I think that we need a I thought I'd like the idea of sustainability school that concentrate faculty and resources the interdisciplinary nature will still require interaction and collaboration.","The New School should collaborate with other schools to make shared resources for sustainability-related engagement and research broadly available to all scholars at Stanford.,"
4,5,5,5.439701368,"Do you think that the that the minimum wage like yes, we're talking to like the federal minimum wage, but should we like be talking should be prioritized more like State minimum wages? Because the cost of living like differs between them. I'm not really sure like how that works. Don't live. Just wanted to hear you guys thoughts on it.","Increase the federal minimum wage from $7.25/hour to $15/hour,"
5,4,5,4.913794328,"So the only thing that I know for sure is that the woods and stew in The precourt Institute need to continue. They played a vital role in pulling together faculty from around the university. I think it's a harder question as to whether they go inside or outside of the new school as others have mentioned. It depends if the the more insular the new school the more we need a Woods Institute outside of the new school in order to pull everything together, but if the new school","The New School should include in its organizational structure the Woods Institute for the Environment.,"
4,3,4,3.60604172,"So I just wanted to comment on Oliver's question in our department. Actually, there were faculty from other schools who wanted to join our department and we decided there wasn't really a good fit and and they didn't transition in the end. So there are examples in our department.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,4,2,2.373365808," Hoffer necessity necessity survival and as such as food and water is like basic human rights, I think then we should kind of be supporting a system where the government likes subsidizes food and offers.","The federal government should pass into law the Emergency Money for the People Act, which will give every American age 16 and older, who earns less than $130000 per year,$2 000 every month, for at least six months, or up to 12 months total, unless employment levels return to pre-COVID-19 levels after the initial six-month period."
1,1,3,0.043918064,"I don't know about anyone else but like facing this election. I am having a really hard time, you know, thinking of or you know coming to any conclusion just because there's so much up in the air. So that's kind of where my head is on this one.","The US should tighten sanctions on Russia.,"
3,4,1,1.010176144," Each and do all of these things that they haven't been able to do, you know, so they would maintain their own identities, but somehow have the affiliation so that they all could Prosper. I think that's the goal. Is that no one's left behind.","The New School should include in its organizational structure the Precourt Institute for Energy.,"
1,2,3,1.196297488,"Cool. So, I mean I think I don't find the ugliest rasher identify if I would speak speak speak to her and her and her family think that I think that you could probably help dragons is the price of heroin.","Switch to Top Two Method,"
4,4,5,2.894830272,"The new school, I think it's important to create this as an option for faculty. If they are having an impact in translating their ideas into practice to be able to go not necessarily impact in policy. It could also be impacted management. So if you've developed a new technology, or if you have an idea about how to manage things better, it's not just written in a paper. Someone's actually doing it you're working with them to share that knowledge and turn it into practice. Ideally. It should be possible in your","The New School‚Äö√Ñ√¥s formal criteria for faculty hiring and promotion should value activities to accelerate impact along with research and teaching and have the Faculty Senate and the Provost appoint a committee to consider these implications. ,"
5,5,5,5.605542944,"I was going to say that I feel like saying just like Stanford should abolish Greek life completely is like kind of a lazy response to like because it's Greek life does have some problems like well, there's some things in Sanford the way more problematic. They should be bothered for Greek life and just saying. Oh, yeah. I'm dude. Let's just get rid of the you know, let's not even worry about the problems of try to fix those. I just was kind of lazy response.","Stanford should abolish Greek life.,"
5,5,4,4.256250432,"Well you the academic structure there's a little circularity here the academic structure starts with the faculty. And who are they and how they are selected? So it looks like some part of the academic structure will have to be praised thought and then and then presumably, yes, you would the first group of people group of people will be heavily engaged in setting up the rest of the structures such as they want depending.","The faculty members of the New School should collectively undertake a process to finalize the design the academic structure.,"
3,5,5,4.037882616,"So like Chris part of the problem I find is that the the question is badly worded. Obviously, everybody should be able to participate in the new school, or maybe I shouldn't say Obviously, but that was one of the things we discussed yesterday the importance of the new school. It's resources be available to everybody in terms of faculty appointments. I guess I would revise question slightly. I would say that everybody should be","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
3,4,5,3.234304712,"I mean and you know in terms of how there is also the the question of allocation, right? I mean it's is it sharing all resources sharing? No resources. Obviously, it's not either one of those and so I'm thinking of models like what the woods Institute has a call for applications every year for certain kinds of projects one could imagine some kind of model like that. But again the question is which resources are we talking faculty? Are we talking equipment or we talking space?","The New School should collaborate with other schools to make shared resources for sustainability-related engagement and research broadly available to all scholars at Stanford.,"
4,4,5,4.496745872," Yeah, it adds more value to like the money that people do donate because there's only certain amount of money that campaigns are allowed to spend on.","Candidates/Individuals should have limits on how much they can spend on campaigns,"
1,4,5,3.878343872,I think one of the parts of this question probably is wondering about the scenario where there is a well-defined group of Faculty who want to form or remain in a department together and then someone else might want to join and the faculty the the department themselves would want to have an opinion on that which is the current process right as Paula mentioned you get vetted even for a,"If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,2,4,2.979260496,"A good morning. Sorry for the delay. I had technical problems this morning. Yeah, I agree with Steve and what Tony said I talked a lot recently with the junior faculty and that we have in the school and new group of Faculty who work on planetary science and they don't see themselves in in the new school. So I truly believe that it would be wise to build.","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
1,3,1,0.26019292," Loan, so I don't know that was.","Governments should increase grants to create more women and minority owned small businesses,"
1,3,4,1.150885896,"absolutely, right Rambo","Require disclosures of top five donors in every communication,"
1,5,4,5.595470712,"Yeah, kind of going off of that. I think the thing with reducing tuition is that it would reduce the cost for everyone and there's a lot of people at Stanford that are very very wealthy and can afford tuition pretty easily even with everything that's going on. And so if reducing tuition for everyone would impact people that really need it their financial aid, that could be a potential negative.","Tuition should be reduced for online classes even if that means reducing financial aid.,"
3,5,3,3.66794424,"Also, I was thinking of like an unintended consequence and it would be I think there would be actually more accurate matches being made amongst roommates. And I think this would just be a positive thing. Especially students would be able to have the option of having gender-neutral assignments. Be made freshman year.","All roommate assignments should be made gender-neutral by default,"
5,4,1,3.096613928,"So I'm just looking back at the document and under arguments against it says faculty whose research is insufficiently relevant may wish to join and I think ultimately the million-dollar question is what does joining get you so in the Maternal Child Health Research Institute you is we if you do anything in maternal and child health, you can gives you the ability to apply for Grants whereas in other institutes like the stem cell Institute much much much higher bar for membership, but then you get access to core.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,1,4,4.191473296,"Yeah, I would agree with what you're saying Claire and that it should definitely not put you like so far under if you're like getting a bunch of eight. My main concern would be like the last game on the con that and colleges May raise tuition costs knowing that government will pay so I just feel like this would like if you if they know if College's raise tuition, and then then suddenly I feel like more people won't be able to","The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it,"
4,4,4,2.105876256,"Yeah, and briefly in favor, especially in the formative time when there's so much uncertainty on how this dynamically forms. I would just say their existing structure having term appointments that at least the Department's I'm in have would be a good launch mechanism and then presumably, let's say if it's a typical two or three year term appointment as the entity grows or the department grows in identity. That will be their vehicle to kind of refine. Whoo.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
1,4,4,2.769059464," Pretty smoothly for us. You know, we have to realize there's some people who may just be dissatisfied where they are and not fully appropriate with the new school and are just looking for better or different environment and may not be who were looking there.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,4,2,2.584448984,"I would say like what happened with like Nazi Germany where they had to be I was proportional and they gained very minimal amount of seats, but they were able to completely take over the","Switch to Proportional Representation,"
4,4,5,1.986897632,with policy analysts of various sorts from different disciplines. So that's a benefit that we get by having a school and increases our ability to bring people to join us in this work.,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
3,1,2,1.866499232," Finding our academic freedom. I look at this as the same. You know, I am very, you know worry about the cons a lot.","Faculty members in the New School should be free to seek and accept funding to conduct research on topics that might aid the energy industry to transition to a carbon-free world.,"
4,5,5,1.554845144,"I'm interested here to learn from from my from my colleagues you guys because I know relatively little about the precourt and I understand of course it's work on energy security and so on but I just find I'm have a sense of similar concerns and reservations as I have with Woods being part of the infrastructural bases. Again, we're directing ourselves in a particular way of thinking which we hope we could have some expansion on that enhance that from the","The New School should include in its organizational structure the Precourt Institute for Energy.,"
5,4,3,4.147665784,"Yeah, the seven school ID. I also highly Embrace that and with the one thought in mind is that the new school should have faculty building and the Order of maybe a couple hundred. So then accommodating Earth as program yet still much bigger than just counter School.","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
4,4,1,2.054509808,"Yeah, I don't think it would be like honestly much worse much worse. Sorry honestly much work or cost associated with this change. And yeah, I think Nathan brings a good point of like putting us on an equal platform to begin with and so I think it should be made by default because I really don't see much like work additional work associated with it and I also","All roommate assignments should be made gender-neutral by default,"
5,5,3,2.064946344,really brief it is possible to create an organization with the advantages of a Greenfield startup even using the existing organizations out there in this case School of Earth the way to understand it is to think of an organization by separating the structures and so forth and culture that exists from the resources and the people and functions they perform,"Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
